tkstatusid;ticketid;description;reportdate;changedate;internalpriority;siteid;ownergroup;decimal_duration;new_decimal_duration;empresa;sede;area;target;region;tec_solution;rca_ts;ttk_tigo_star;reportedpriority;indicatedpriority;isglobal;relatedtoglobal
12644426;6060798;INCIDENTE EN NODO OPTICO JP5651C;27/07/2017 19:26;27/07/2017 21:56;NA;TH;PEINGCTR;0.77;0.77;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12644468;6060844;CORTE DWDM RED NOKIA ALU;27/07/2017 22:17;27/07/2017 22:30;NA;OT;PEINGJTP;1.99;1.99;Ingetelca;JUTIAPA;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12644550;6060870;ALARMA DE ENERGIA;27/07/2017 23:20;27/07/2017 23:34;NA;OT;MASS-TX;0.26;0.26;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12644572;6060870;ALARMA DE ENERGIA;27/07/2017 23:20;27/07/2017 23:49;NA;OT;RF-AVP03;1.25;1.25;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12644683;6060889;FALLA CORE TX - REVISAR;28/07/2017 01:53;28/07/2017 02:04;2;BUC;MASS-TX;3.16;3.16;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12645037;6060889;FALLA CORE TX - REVISAR;28/07/2017 01:53;28/07/2017 05:13;2;BUC;RF-EPG02;3.63;3.63;Masscardy;EL PROGRESO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12644698;6060892;PERDIDA DE GESTION;28/07/2017 02:30;28/07/2017 02:43;NA;BUC;MASS-TX;2.44;2.44;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12644986;6060892;PERDIDA DE GESTION;28/07/2017 02:30;28/07/2017 05:09;NA;BUC;RF-MET02;2.8;2.8;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12645050;6060988;FALLA CORE TX - REVISAR - SR7 EL MELONAR;28/07/2017 05:07;28/07/2017 05:16;2;OT;MASS-TX;0.81;0.81;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12645170;6060988;FALLA CORE TX - REVISAR - SR7 EL MELONAR;28/07/2017 05:07;28/07/2017 06:05;2;OT;RF-JTP03;2.68;2.68;Masscardy;JUTIAPA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;4;2;NA;NA
12645161;6061006;ENERGIA;28/07/2017 05:36;28/07/2017 05:57;NA;OT;MASS-TX;0.18;0.18;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;2;1;NA
12645201;6061006;ENERGIA;28/07/2017 05:36;28/07/2017 06:11;NA;OT;MASS-TX;0.08;0.08;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;2;1;NA
12645209;6061006;ENERGIA;28/07/2017 05:36;28/07/2017 06:16;NA;OT;RF-IZB03;5.69;5.69;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;2;1;NA
12645250;6061016;NOC TX,ENERGIA;28/07/2017 06:10;28/07/2017 06:29;NA;OT;MASS-TX;0.76;0.76;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;2;NA;NA
12645791;6061133;FALLA CORE TX - RIESGO;28/07/2017 07:13;28/07/2017 07:54;2;OT;MASS-TX;0.46;0.46;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12645946;6061133;FALLA CORE TX - RIESGO;28/07/2017 07:13;28/07/2017 08:22;2;OT;RF-MET03;3.5;3.5;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12646118;6061183;INCIDENTE DE NODO OPTICO TO4954B;28/07/2017 08:15;28/07/2017 08:42;NA;TH;PEINGCTR;1;1;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12648193;6061183;INCIDENTE DE NODO OPTICO TO4954B;28/07/2017 08:15;28/07/2017 11:53;NA;TH;PEINGCTR;2.7;2.7;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12646199;6061192;FALLA CORE TX - AFECTACION;28/07/2017 08:26;28/07/2017 08:56;3;OT;MASS-TX;0.04;0.04;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12646213;6061192;FALLA CORE TX - AFECTACION;28/07/2017 08:26;28/07/2017 08:59;3;OT;RF-GUA04;1.19;1.19;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12647025;6061240;FALLA TELEFONIA;28/07/2017 09:20;28/07/2017 10:03;5;BUC;PEBUCOW;0.7;0.7;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12649289;6061248;FALLA DATOS;28/07/2017 09:26;28/07/2017 12:47;5;BUC;PEBUCIZB;2.98;2.98;Ingetelca;IZABAL;PLEX;3;RURAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12647338;6061316;FALLA INTERNET;28/07/2017 10:19;28/07/2017 10:40;5;BUC;PEBUCOW;1.3;1.3;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12647546;6061344;INCIDENTE DE NODO OPTICO RD4137C;28/07/2017 10:47;28/07/2017 11:09;NA;TH;PEINGCTR;0.08;0.08;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12647779;6061344;INCIDENTE DE NODO OPTICO RD4137C;28/07/2017 10:47;28/07/2017 11:14;NA;TH;PESOLSCH;0.09;0.09;Soltec;SUCHITEPEQUEZ;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12649492;6061344;INCIDENTE DE NODO OPTICO RD4137C;28/07/2017 10:47;28/07/2017 13:09;NA;TH;PEINGCTR;1.86;1.86;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12647844;6061356;FALLA CORE TX - AFECTACION;28/07/2017 11:01;28/07/2017 11:19;3;OT;PESOLCOA;0.39;0.39;Soltec;COATEPEQUE;PLEX;4;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12648060;6061356;FALLA CORE TX - AFECTACION;28/07/2017 11:01;28/07/2017 11:42;3;OT;MASS-TX;0.01;0.01;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12648065;6061356;FALLA CORE TX - AFECTACION;28/07/2017 11:01;28/07/2017 11:43;3;OT;PESOLCOA;0.01;0.01;Soltec;COATEPEQUE;PLEX;4;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12648069;6061356;FALLA CORE TX - AFECTACION;28/07/2017 11:01;28/07/2017 11:43;3;OT;MASS-TX;0.45;0.45;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12648410;6061356;FALLA CORE TX - AFECTACION;28/07/2017 11:01;28/07/2017 12:10;3;OT;RF-REU02;1.67;1.67;Masscardy;RETALHULEU;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12650518;6061356;FALLA CORE TX - AFECTACION;28/07/2017 11:01;28/07/2017 13:50;3;OT;PESOLCOA;4.46;4.46;Soltec;COATEPEQUE;PLEX;4;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12648117;6061355;FALLA DATOS;28/07/2017 11:01;28/07/2017 11:48;5;BUC;PEBUCOW;2.18;2.18;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12648390;6061718;FALLA CORE TX - AFECTACION;28/07/2017 11:55;28/07/2017 12:08;3;OT;MASS-TX;0.2;0.2;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12648554;6061718;FALLA CORE TX - AFECTACION;28/07/2017 11:55;28/07/2017 12:20;3;OT;RF-GUA04;1.73;1.73;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12648524;6061738;FALLA CORE TX - AFECTACION;28/07/2017 12:02;28/07/2017 12:18;3;OT;PESOLAVP;3.42;3.42;Soltec;COBAN;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12652649;6061738;FALLA CORE TX - AFECTACION;28/07/2017 12:02;28/07/2017 16:49;3;OT;PESOLAVP;8.43;8.43;Soltec;COBAN;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12655288;6061738;FALLA CORE TX - AFECTACION;28/07/2017 12:02;29/07/2017 08:06;3;OT;PESOLAVP;0.09;0.09;Soltec;COBAN;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12649403;6061813;FALLA CORE TX - RIESGO;28/07/2017 12:46;28/07/2017 12:59;2;OT;MASS-TX;0.84;0.84;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12650539;6061813;FALLA CORE TX - RIESGO;28/07/2017 12:46;28/07/2017 13:52;2;OT;MASS-TX;0.21;0.21;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12650653;6061813;FALLA CORE TX - RIESGO;28/07/2017 12:46;28/07/2017 14:05;2;OT;RF-SRS02;0.86;0.86;Masscardy;SANTA ROSA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12651308;6061813;FALLA CORE TX - RIESGO;28/07/2017 12:46;28/07/2017 14:57;2;OT;PW-SRS01;2.05;2.05;Masscardy;SANTA ROSA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12651258;6062102;FALLA DATOS;28/07/2017 14:30;28/07/2017 14:51;5;BUC;PEBUCOW;1.43;1.43;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12652384;6062102;FALLA DATOS;28/07/2017 14:30;28/07/2017 16:19;5;BUC;PEBUCOW;0.01;0.01;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12651795;6062227;FALLA CORE TX - RIESGO;28/07/2017 15:17;28/07/2017 15:32;2;OT;MASS-TX;0.14;0.14;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12651911;6062227;FALLA CORE TX - RIESGO;28/07/2017 15:17;28/07/2017 15:40;2;OT;RF-MET02;0.57;0.57;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12652559;6062304;FALLA CORE TX - RIESGO;28/07/2017 16:15;28/07/2017 16:35;2;OT;MASS-TX;0.03;0.03;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12652597;6062304;FALLA CORE TX - RIESGO;28/07/2017 16:15;28/07/2017 16:40;2;OT;MASS-TX;1.82;1.82;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12653203;6062382;FALLA CORE TX - AFECTACION;28/07/2017 17:05;28/07/2017 17:45;3;OT;MASS-TX;0.3;0.3;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12653326;6062382;FALLA CORE TX - AFECTACION;28/07/2017 17:05;28/07/2017 18:03;3;OT;RF-ATP01;0.05;0.05;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12653351;6062382;FALLA CORE TX - AFECTACION;28/07/2017 17:05;28/07/2017 18:06;3;OT;RF-GUA08;0.79;0.79;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12653476;6062425;FALLA CORE TX - AFECTACION;28/07/2017 17:31;28/07/2017 18:21;3;OT;MASS-TX;0.17;0.17;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12653541;6062425;FALLA CORE TX - AFECTACION;28/07/2017 17:31;28/07/2017 18:31;3;OT;RF-GUA08;0.89;0.89;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12653582;6062450;FALLA CORE TX - AFECTACION;28/07/2017 17:43;28/07/2017 18:34;3;OT;RF-IZB03;0.1;0.1;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12653630;6062450;FALLA CORE TX - AFECTACION;28/07/2017 17:43;28/07/2017 18:40;3;OT;PW-IZB02;1.17;1.17;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12653701;6062468;FALLA CORE TX - AFECTACION;28/07/2017 18:00;28/07/2017 18:52;3;OT;PEINGCTR;4.28;2.79;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12654076;6062522;FALLA DATOS / DATA SERVICE OUTAGE - NOVA;28/07/2017 18:39;28/07/2017 20:11;4;ON;PEBUCOW;0.16;3.17;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12654345;6062522;FALLA DATOS / DATA SERVICE OUTAGE - NOVA;28/07/2017 18:39;28/07/2017 21:00;4;ON;PEBUCOW;0.32;0.32;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12654406;6062522;FALLA DATOS / DATA SERVICE OUTAGE - NOVA;28/07/2017 18:39;28/07/2017 21:21;4;ON;PEBUCOW;1.41;1.41;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12654619;6062522;FALLA DATOS / DATA SERVICE OUTAGE - NOVA;28/07/2017 18:39;28/07/2017 23:41;4;ON;PEBUCOW;0.12;0.12;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12654016;6062550;FALLA CORE TX - RIESGO;28/07/2017 19:25;28/07/2017 19:59;2;OT;PW-ESC03;44.43;2.55;Masscardy;ESCUINTLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12654473;6062590;FALLA CORE TX - RIESGO;28/07/2017 21:24;28/07/2017 21:51;2;OT;MASS-TX;0.14;0.14;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12654478;6062590;FALLA CORE TX - RIESGO;28/07/2017 21:24;28/07/2017 21:59;2;OT;RF-GUA10;0.49;0.49;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12654547;6062590;FALLA CORE TX - RIESGO;28/07/2017 21:24;28/07/2017 22:29;2;OT;RF-MET02;2.39;2.39;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12654635;6062601;FALLA INTERNET;28/07/2017 23:22;28/07/2017 23:55;5;BUC;PESOLQCH;0.09;0.09;Soltec;QUICHE;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12654656;6062601;FALLA INTERNET;28/07/2017 23:22;29/07/2017 00:08;5;BUC;PESOLQCH;3.11;3.11;Soltec;QUICHE;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12655192;6062722;FALLA CORE TX - AFECTACION;29/07/2017 06:50;29/07/2017 07:04;4;OT;MASS-TX;0.08;0.08;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12655198;6062722;FALLA CORE TX - AFECTACION;29/07/2017 06:50;29/07/2017 07:09;4;OT;RF-QTZ01;2.85;2.85;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12655486;6062759;FALLA CORE TX - RIESGO;29/07/2017 08:38;29/07/2017 09:05;2;OT;MASS-TX;0.13;0.13;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12657073;6062887;FALLA CORE TX - AFECTACION;29/07/2017 10:27;29/07/2017 10:40;3;OT;MASS-TX;0.14;0.14;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12657103;6062887;FALLA CORE TX - AFECTACION;29/07/2017 10:27;29/07/2017 10:48;3;OT;RF-SRS01;0.99;0.99;Masscardy;SANTA ROSA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12657155;6062913;FALLA CORE TX - RIESGO;29/07/2017 10:49;29/07/2017 11:04;2;OT;MASS-TX;0.39;0.39;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12657320;6062913;FALLA CORE TX - RIESGO;29/07/2017 10:49;29/07/2017 11:27;2;OT;RF-AVP02;3.21;3.21;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12657288;6062926;FALLA CORE TX - RIESGO;29/07/2017 11:09;29/07/2017 11:19;2;OT;MASS-TX;0.54;0.54;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12657321;6062946;FALLA CORE TX - RIESGO;29/07/2017 11:16;29/07/2017 11:28;2;OT;MASS-TX;0.43;0.43;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12657660;6062960;FALLA DATOS;29/07/2017 11:35;29/07/2017 12:55;5;BUC;PEBUCOW;3.99;3.99;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12659097;6062960;FALLA DATOS;29/07/2017 11:35;29/07/2017 16:55;5;BUC;PEINGCTR;2.04;2.04;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12658070;6063069;FALLA DATOS;29/07/2017 13:31;29/07/2017 14:30;5;BUC;PEBUCOW;1.3;1.3;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12658570;6063069;FALLA DATOS;29/07/2017 13:31;29/07/2017 15:51;5;BUC;PEBUCOW;0.77;0.77;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12658948;6063069;FALLA DATOS;29/07/2017 13:31;29/07/2017 16:37;5;BUC;PEINGCTR;1.71;1.71;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12658091;6063107;FALLA CORE TX - RIESGO;29/07/2017 14:16;29/07/2017 14:34;2;OT;MASS-TX;0.03;0.03;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;2;NA;NA
12658104;6063107;FALLA CORE TX - RIESGO;29/07/2017 14:16;29/07/2017 14:36;2;OT;RF-ESC01;2.24;2.24;Masscardy;ESCUINTLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;2;NA;NA
12658244;6063153;FALLA CORE TX - RIESGO;29/07/2017 14:42;29/07/2017 15:01;2;OT;MASS-TX;0.33;0.33;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12658386;6063153;FALLA CORE TX - RIESGO;29/07/2017 14:42;29/07/2017 15:21;2;OT;RF-QTZ02;1.04;1.04;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12658254;6063172;FALLA CORE TX - RIESGO;29/07/2017 14:51;29/07/2017 15:02;2;OT;MASS-TX;0.34;0.34;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12658397;6063172;FALLA CORE TX - RIESGO;29/07/2017 14:51;29/07/2017 15:23;2;OT;RF-SCH01;0.97;0.97;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12659009;6063350;FALLA CORE TX - AFECTACION;29/07/2017 16:33;29/07/2017 16:49;3;OT;MASS-TX;0.39;0.39;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12659225;6063350;FALLA CORE TX - AFECTACION;29/07/2017 16:33;29/07/2017 17:12;3;OT;RF-SCT01;1.84;1.84;Masscardy;SACATEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12659220;6063390;FALLA CORE TX - AFECTACION;29/07/2017 16:55;29/07/2017 17:11;3;OT;MASS-TX;0.44;0.44;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12659384;6063390;FALLA CORE TX - AFECTACION;29/07/2017 16:55;29/07/2017 17:38;3;OT;RF-GUA08;1.49;1.49;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12659873;6063390;FALLA CORE TX - AFECTACION;29/07/2017 16:55;29/07/2017 19:07;3;OT;RF-GUA08;0.45;0.45;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12659790;6063497;FALLA CORE TX - RIESGO;29/07/2017 18:27;29/07/2017 18:53;2;OT;MASS-TX;0.12;0.12;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12659847;6063497;FALLA CORE TX - RIESGO;29/07/2017 18:27;29/07/2017 19:00;2;OT;RF-JTP02;4.46;4.46;Masscardy;JUTIAPA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12660776;6063638;FALLA CORE TX - AFECTACION;29/07/2017 19:19;30/07/2017 00:20;4;OT;MASS-TX;0.62;0.62;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12660813;6063638;FALLA CORE TX - AFECTACION;29/07/2017 19:19;30/07/2017 00:57;4;OT;RF-QCH01;8.71;8.71;Masscardy;QUICHE;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12660062;6063576;FALLA CORE TX - RIESGO;29/07/2017 19:28;29/07/2017 19:38;2;OT;MASS-TX;0.08;0.08;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12660093;6063576;FALLA CORE TX - RIESGO;29/07/2017 19:28;29/07/2017 19:45;2;OT;MASS-TX;0.79;0.79;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12660391;6063576;FALLA CORE TX - RIESGO;29/07/2017 19:28;29/07/2017 20:32;2;OT;PW-TTN01;2.34;2.34;Masscardy;TOTONICAN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12660365;6063593;FALLA CORE TX - AFECTACION;29/07/2017 20:06;29/07/2017 20:26;3;OT;PEINGESC;2.4;2.4;Ingetelca;ESCUINTLA;PLEX;4;RURAL;CORE;NA;SI APLICA;5;2;NA;NA
12662454;6063593;FALLA CORE TX - AFECTACION;29/07/2017 20:06;30/07/2017 10:03;3;OT;PEINGESC;3.71;3.71;Ingetelca;ESCUINTLA;PLEX;4;RURAL;CORE;NA;SI APLICA;5;2;NA;NA
12660795;6063640;FALLA CORE TX - AFECTACION;29/07/2017 20:49;30/07/2017 00:39;4;OT;MASS-TX;0.42;0.42;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12660820;6063640;FALLA CORE TX - AFECTACION;29/07/2017 20:49;30/07/2017 01:04;4;OT;RF-IZB02;5.22;5.22;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12660819;6063642;FALLA CORE TX - RIESGO;29/07/2017 21:32;30/07/2017 01:00;3;OT;MASS-TX;0.3;0.3;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12660827;6063642;FALLA CORE TX - RIESGO;29/07/2017 21:32;30/07/2017 01:17;3;OT;RF-PTN02;13.16;13.16;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12660807;6063641;FALLA CORE TX - AFECTACION;29/07/2017 21:33;30/07/2017 00:48;4;OT;MASS-TX;0.4;0.4;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12660825;6063641;FALLA CORE TX - AFECTACION;29/07/2017 21:33;30/07/2017 01:12;4;OT;RF-PTN02;2.2;2.2;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12660673;6063616;FALLA CORE TX - REVISAR;29/07/2017 22:35;29/07/2017 22:41;4;OT;MASS-TX;0.1;0.1;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;2;NA;NA
12660675;6063616;FALLA CORE TX - REVISAR;29/07/2017 22:35;29/07/2017 22:46;4;OT;PW-PTN02;1.69;1.69;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;2;NA;NA
12661118;6063649;INCIDENTE EN NODO OPTICO CN4050A;30/07/2017 02:11;30/07/2017 05:32;NA;TH;PEINGCTR;1.12;1.12;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12660939;6063655;FALLA CORE TX - AFECTACION;30/07/2017 03:17;30/07/2017 03:38;3;OT;PEINGCTR;4.63;4.63;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;5;2;NA;NA
12661610;6063804;FALLA CORE TX - RIESGO;30/07/2017 07:25;30/07/2017 07:49;2;OT;MASS-TX;0.27;0.27;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12661655;6063804;FALLA CORE TX - RIESGO;30/07/2017 07:25;30/07/2017 08:05;2;OT;RF-HHT03;0.62;0.62;Masscardy;HUEHUETENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12662498;6063897;FALLA CORE TX - AFECTACION;30/07/2017 09:49;30/07/2017 10:20;3;OT;PEINGJTP;3.44;3.44;Ingetelca;JUTIAPA;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12662527;6063905;FALLA DATOS;30/07/2017 09:56;30/07/2017 10:30;5;BUC;PEBUCOW;1.08;1.08;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12662955;6063987;FALLA CORE TX - AFECTACION;30/07/2017 11:38;30/07/2017 12:05;3;OT;PEINGRD;3.77;3.77;Ingetelca;RIO DULCE;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
