tkstatusid;ticketid;description;reportdate;changedate;internalpriority;siteid;ownergroup;decimal_duration;new_decimal_duration;empresa;sede;area;target;region;tec_solution;rca_ts;ttk_tigo_star;reportedpriority;indicatedpriority;isglobal;relatedtoglobal
12823612;6088605;FALLA CORE TX - RIESGO;20/08/2017 16:03;20/08/2017 16:36;2;OT;RF-JLP01;0.81;0.81;Masscardy;JALAPA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12823928;6088696;FALLA CORE TX - AFECTACION;20/08/2017 18:05;20/08/2017 18:25;3;OT;MASS-TX;0.48;0.48;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12824026;6088696;FALLA CORE TX - AFECTACION;20/08/2017 18:05;20/08/2017 18:54;3;OT;RF-SOL01;3.49;3.49;Masscardy;SOLOLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12824079;6088743;FALLA CORE TX - RIESGO;20/08/2017 18:56;20/08/2017 19:08;2;OT;MASS-TX;0.43;0.43;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12824252;6088743;FALLA CORE TX - RIESGO;20/08/2017 18:56;20/08/2017 19:34;2;OT;RF-SOL01;3.97;3.97;Masscardy;SOLOLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12825520;6089022;FALLA CORE TX - RIESGO;21/08/2017 06:33;21/08/2017 06:48;2;OT;MASS-TX;0.18;0.18;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12825562;6089022;FALLA CORE TX - RIESGO;21/08/2017 06:33;21/08/2017 07:01;2;OT;MASS-TX;0.03;0.03;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12825627;6089022;FALLA CORE TX - RIESGO;21/08/2017 06:33;21/08/2017 07:03;2;OT;RF-IZB03;32.47;32.47;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12826123;6089067;FALLA DATOS;21/08/2017 07:48;21/08/2017 08:38;5;BUC;PEBUCOW;0.26;0.26;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12826227;6089067;FALLA DATOS;21/08/2017 07:48;21/08/2017 08:54;5;BUC;PEINGCTR;2.17;2.17;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12829265;6089067;FALLA DATOS;21/08/2017 07:48;21/08/2017 13:12;5;BUC;PEINGCTR;0.07;0.07;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12859895;6089067;FALLA DATOS;21/08/2017 07:48;25/08/2017 09:20;5;BUC;PEBUCOW;2.58;2.58;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12826146;6089101;INESTABILIDAD TELEFONIA;21/08/2017 08:29;21/08/2017 08:43;5;BUC;PEBUCOW;1.78;1.78;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12827661;6089113;BUC,VAS,MINGOB,CÁMARA,FOCO;21/08/2017 08:44;21/08/2017 10:21;5;BUC;PEBUCOW;1.2;1.2;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12827636;6089121;FALLA INTERNET;21/08/2017 08:54;21/08/2017 10:19;5;BUC;PEBUCOW;2.2;2.2;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12827913;6089143;FALLA TELEFONIA;21/08/2017 09:23;21/08/2017 10:39;5;BUC;PEBUCOW;0.9;0.9;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12836706;6089143;FALLA TELEFONIA;21/08/2017 09:23;22/08/2017 10:45;5;BUC;PEBUCOW;0.01;0.01;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12829195;6089319;FALLA DATOS;21/08/2017 11:08;21/08/2017 13:00;5;BUC;PEBUCOW;1.81;1.81;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12829012;6089382;FALLA INTERNET;21/08/2017 12:02;21/08/2017 12:37;5;BUC;PEBUCOW;1.49;1.49;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12828939;6089386;INCIDENTE DE NODO OPTICO RD4642B;21/08/2017 12:06;21/08/2017 12:23;NA;TH;PEINGCTR;0.41;0.41;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;SIN INTERVENCION;NO APLICA;NA;NA;NA;NA
12829009;6089412;FALLA INTERNET;21/08/2017 12:24;21/08/2017 12:36;5;BUC;PEBUCOW;2.11;2.11;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12830408;6089412;FALLA INTERNET;21/08/2017 12:24;21/08/2017 14:42;5;BUC;PEINGCTR;0.7;0.7;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12829113;6089418;FALLA INTERNET;21/08/2017 12:30;21/08/2017 12:50;5;BUC;PEBUCOW;2.38;2.38;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12831976;6089418;FALLA INTERNET;21/08/2017 12:30;21/08/2017 16:29;5;BUC;PEBUCOW;1.09;1.09;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12829064;6089438;FALLA CORE TX - REVISAR;21/08/2017 12:43;21/08/2017 12:44;2;OT;MASS-TX;2.58;2.58;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12831456;6089438;FALLA CORE TX - REVISAR;21/08/2017 12:43;21/08/2017 15:49;2;OT;RF-IZB02;1.02;1.02;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;4;2;NA;NA
12829563;6089476;FALLA INTERNET;21/08/2017 13:00;21/08/2017 13:34;5;BUC;PEBUCOW;1.42;1.42;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12831020;6089488;RBS FUERA DE SERVICIO ON 172.16.5.75;21/08/2017 13:08;21/08/2017 15:24;3;OT;RF-ESC03;6;6;Masscardy;ESCUINTLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;3;5;NA;NA
12833985;6089488;RBS FUERA DE SERVICIO ON 172.16.5.75;21/08/2017 13:08;21/08/2017 22:05;3;OT;PEINGESC;1.5;1.5;Ingetelca;ESCUINTLA;PLEX;4;RURAL;CORE;NA;SI APLICA;3;5;NA;NA
12829446;6089497;FALLA CORE TX - RIESGO;21/08/2017 13:16;21/08/2017 13:28;2;OT;MASS-TX;1.72;1.72;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12830802;6089497;FALLA CORE TX - RIESGO;21/08/2017 13:16;21/08/2017 15:11;2;OT;RF-JTP02;3.01;3.01;Masscardy;JUTIAPA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12834882;6089687;FALLA INTERNET;21/08/2017 14:40;22/08/2017 07:03;5;BUC;PEBUCOW;2.76;2.76;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12832012;6089746;RBS FUERA DE SERVICIO ON 172.16.5.75;21/08/2017 14:59;21/08/2017 16:32;3;OT;RF-SCT01;17.24;17.24;Masscardy;SACATEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;3;5;1;NA
12836251;6089746;RBS FUERA DE SERVICIO ON 172.16.5.75;21/08/2017 14:59;22/08/2017 09:59;3;OT;RF-SCT01;0.72;0.72;Masscardy;SACATEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;3;5;1;NA
12836791;6089746;RBS FUERA DE SERVICIO ON 172.16.5.75;21/08/2017 14:59;22/08/2017 10:52;3;OT;RF-SCT01;0.8;0.8;Masscardy;SACATEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;3;5;1;NA
12837514;6089746;RBS FUERA DE SERVICIO ON 172.16.5.75;21/08/2017 14:59;22/08/2017 12:03;3;OT;MASS-TX;0.1;0.1;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;3;5;1;NA
12837637;6089746;RBS FUERA DE SERVICIO ON 172.16.5.75;21/08/2017 14:59;22/08/2017 12:09;3;OT;RF-SCT01;0.04;0.04;Masscardy;SACATEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;3;5;1;NA
12837655;6089746;RBS FUERA DE SERVICIO ON 172.16.5.75;21/08/2017 14:59;22/08/2017 12:12;3;OT;RF-MET02;2.42;2.42;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;3;5;1;NA
12833092;6089892;FALLA DATOS;21/08/2017 16:00;21/08/2017 18:00;5;BUC;PEBUCOW;0.1;0.1;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12833133;6089892;FALLA DATOS;21/08/2017 16:00;21/08/2017 18:06;5;BUC;PEINGCTR;0.85;0.85;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12835131;6089900;BUC,VAS,MINGOB,CÁMARA,FOCO;21/08/2017 16:02;22/08/2017 08:03;5;BUC;PEBUCOW;1.34;1.34;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12832115;6089905;FALLA CORE TX - AFECTACION;21/08/2017 16:06;21/08/2017 16:40;3;OT;MASS-TX;0.13;0.13;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12832225;6089905;FALLA CORE TX - AFECTACION;21/08/2017 16:06;21/08/2017 16:48;3;OT;RF-IZB01;0.52;0.52;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12834968;6089912;FALLA DATOS;21/08/2017 16:09;22/08/2017 07:23;5;BUC;PEBUCOW;0.58;0.58;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12835410;6089912;FALLA DATOS;21/08/2017 16:09;22/08/2017 08:50;5;BUC;PEBUCOW;0.06;0.06;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12835464;6089912;FALLA DATOS;21/08/2017 16:09;22/08/2017 08:55;5;BUC;PEBUCOW;0.72;0.72;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12832449;6089954;INCIDENTE DE NODO OPTICO MP6437A;21/08/2017 16:39;21/08/2017 17:06;NA;TH;PEINGVN;0.52;0.52;Ingetelca;VILLA NUEVA;PLEX;3;CENTRAL;CORE;SIN INTERVENCION;NO APLICA;NA;NA;NA;NA
12833330;6090085;INCIDENTE DE NODO OPTICO RD3939A;21/08/2017 18:09;21/08/2017 18:34;NA;TH;PEINGCTR;1.48;1.48;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;MALA CALIDAD DE ENERGIA COMERCIAL;NO APLICA;NA;NA;NA;NA
12833266;6090094;FALLA CORE TX - AFECTACION;21/08/2017 18:16;21/08/2017 18:22;5;OT;PEINGCTR;2.06;2.06;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12833384;6090096;FALLA CORE TX - AFECTACION;21/08/2017 18:19;21/08/2017 18:50;3;OT;MASS-TX;0.08;0.08;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12833406;6090096;FALLA CORE TX - AFECTACION;21/08/2017 18:19;21/08/2017 18:54;3;OT;RF-MET02;2.15;2.15;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12833634;6090155;FALLA CORE TX - AFECTACION;21/08/2017 19:17;21/08/2017 19:42;3;OT;MASS-TX;0.14;0.14;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12833699;6090155;FALLA CORE TX - AFECTACION;21/08/2017 19:17;21/08/2017 19:50;3;OT;PW-ZCP01;3.6;3.6;Masscardy;ZACAPA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12833852;6090175;FALLA CORE TX - RIESGO;21/08/2017 20:07;21/08/2017 20:55;2;OT;MASS-TX;0.17;0.17;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12833874;6090175;FALLA CORE TX - RIESGO;21/08/2017 20:07;21/08/2017 21:05;2;OT;RF-JLP01;4.82;4.82;Masscardy;JALAPA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12842135;6090176;LENTITUD/INESTABILIDAD DATOS;21/08/2017 20:12;23/08/2017 07:16;4;BUC;PEBUCOW;0.57;0.57;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12833873;6090178;FALLA CORE TX - AFECTACION;21/08/2017 20:26;21/08/2017 21:04;3;OT;MASS-TX;0.24;0.24;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12833891;6090178;FALLA CORE TX - AFECTACION;21/08/2017 20:26;21/08/2017 21:18;3;OT;RF-SCH01;12.03;12.03;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12835645;6090178;FALLA CORE TX - AFECTACION;21/08/2017 20:26;22/08/2017 09:20;3;OT;PESOLSCH;0.16;0.16;Soltec;SUCHITEPEQUEZ;PLEX;4;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12835719;6090178;FALLA CORE TX - AFECTACION;21/08/2017 20:26;22/08/2017 09:29;3;OT;RF-SCH01;0.34;0.34;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12836222;6090178;FALLA CORE TX - AFECTACION;21/08/2017 20:26;22/08/2017 09:55;3;OT;PESOLSCH;2.67;2.67;Soltec;SUCHITEPEQUEZ;PLEX;4;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12834018;6090189;FALLA CORE TX - AFECTACION;21/08/2017 22:12;21/08/2017 22:39;3;OT;PESOLQCH;1.8;1.8;Soltec;QUICHE;PLEX;4;RURAL;CORE;NA;SI APLICA;4;2;1;NA
12834842;6090189;FALLA CORE TX - AFECTACION;21/08/2017 22:12;22/08/2017 06:36;3;OT;PESOLQCH;1.67;1.67;Soltec;QUICHE;PLEX;4;RURAL;CORE;NA;SI APLICA;4;2;1;NA
12834521;6090232;NOC TX,MICROONDA,ROUTER FUERA DE SERVICI;22/08/2017 02:31;22/08/2017 04:15;3;OT;RF-CHQ02;12.28;12.28;Masscardy;CHIQUIMULA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12834701;6090311;FALLA CORE TX - AFECTACION;22/08/2017 05:27;22/08/2017 05:42;3;OT;MASS-TX;0.25;0.25;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12834723;6090311;FALLA CORE TX - AFECTACION;22/08/2017 05:27;22/08/2017 05:57;3;OT;RF-ESC04;6.83;6.83;Masscardy;ESCUINTLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12835099;6090336;FALLA DATOS;22/08/2017 07:17;22/08/2017 07:58;5;BUC;PEBUCOW;4.38;4.38;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12834973;6090337;FALLA CORE TX - RIESGO;22/08/2017 07:18;22/08/2017 07:26;3;OT;MASS-TX;0.05;0.05;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12834997;6090337;FALLA CORE TX - RIESGO;22/08/2017 07:18;22/08/2017 07:29;3;OT;RF-PTN03;1;1;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12835509;6090392;FALLA DATOS;22/08/2017 08:35;22/08/2017 09:01;4;BUC;PEBUCOW;2.33;2.33;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12835536;6090413;FALLA TELEFONIA;22/08/2017 08:52;22/08/2017 09:06;4;BUC;PEBUCOW;2.81;2.81;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12836762;6090453;NOC TX,MICROONDA,SECTOR WIMAX FUERA DE S;22/08/2017 09:20;22/08/2017 10:50;3;OT;RF-QTZ02;0.64;0.64;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12841189;6090453;NOC TX,MICROONDA,SECTOR WIMAX FUERA DE S;22/08/2017 09:20;22/08/2017 21:19;3;OT;RF-QTZ02;12.24;12.24;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12836206;6090454;FALLA CORE TX - AFECTACION;22/08/2017 09:27;22/08/2017 09:53;3;OT;MASS-TX;0.14;0.14;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12836273;6090454;FALLA CORE TX - AFECTACION;22/08/2017 09:27;22/08/2017 10:02;3;OT;RF-QTZ02;1.43;1.43;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12835849;6090460;FALLA INTERNET;22/08/2017 09:28;22/08/2017 09:41;5;BUC;PEBUCOW;2.08;2.08;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12836272;6090470;FALLA CORE TX - AFECTACION;22/08/2017 09:32;22/08/2017 10:01;3;OT;MASS-TX;0.18;0.18;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12836363;6090470;FALLA CORE TX - AFECTACION;22/08/2017 09:32;22/08/2017 10:12;3;OT;RF-SRS02;2.47;2.47;Masscardy;SANTA ROSA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12836600;6090546;FALLA TELEFONIA;22/08/2017 10:14;22/08/2017 10:35;5;BUC;PEBUCOW;1.87;1.87;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12836606;6090557;FALLA CORE TX - RIESGO;22/08/2017 10:18;22/08/2017 10:35;2;OT;MASS-TX;0.42;0.42;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12836859;6090602;FALLA CORE TX - AFECTACION;22/08/2017 10:45;22/08/2017 10:58;3;OT;MASS-TX;0.18;0.18;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12836964;6090602;FALLA CORE TX - AFECTACION;22/08/2017 10:45;22/08/2017 11:09;3;OT;RF-PTN03;3.29;3.29;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12836936;6090617;INCIDENTE DE NODO OPTICO TO5651A;22/08/2017 10:53;22/08/2017 11:06;NA;TH;PEINGCTR;2.01;2.01;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;MALA CALIDAD DE ENERGIA COMERCIAL;NO APLICA;NA;NA;NA;NA
12837289;6090653;FALLA DATOS;22/08/2017 11:26;22/08/2017 11:42;5;BUC;PEBUCOW;1.63;1.63;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12837590;6090656;FALLA CORE TX - RIESGO;22/08/2017 11:28;22/08/2017 12:04;2;OT;MASS-TX;0.21;0.21;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12837692;6090656;FALLA CORE TX - RIESGO;22/08/2017 11:28;22/08/2017 12:17;2;OT;RF-BVP01;1.13;1.13;Masscardy;BAJA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12837795;6090661;INESTABILIDAD TELEFONIA;22/08/2017 11:34;22/08/2017 12:29;4;BUC;PEBUCOW;1.39;1.39;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12838396;6090723;FALLA INTERNET;22/08/2017 12:23;22/08/2017 13:46;5;BUC;PEINGCTR;3.31;3.31;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12838837;6090774;FALLA EXTERNA - TRANSFERENCIA ON 172.16.;22/08/2017 12:39;22/08/2017 14:50;2;OT;RF-HHT03;0.18;0.18;Masscardy;HUEHUETENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12838745;6090779;RBS FUERA DE SERVICIO ON 172.16.5.75;22/08/2017 12:43;22/08/2017 14:34;3;OT;RF-GUA03;0.2;0.2;Masscardy;GUATEMALA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;3;5;1;NA
12839789;6090796;FALLA DATOS;22/08/2017 13:06;22/08/2017 16:51;5;BUC;PEBUCOW;0.55;0.55;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12838923;6090824;FALLA TELEFONIA;22/08/2017 13:23;22/08/2017 15:00;4;BUC;PEBUCOW;0.03;0.03;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12839317;6090824;FALLA TELEFONIA;22/08/2017 13:23;22/08/2017 15:53;4;BUC;PEBUCOW;1.8;1.8;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12840258;6090824;FALLA TELEFONIA;22/08/2017 13:23;22/08/2017 18:10;4;BUC;PEBUCOW;0.1;0.1;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12838577;6090841;FALLA CORE TX - AFECTACION;22/08/2017 13:48;22/08/2017 14:11;3;OT;PEINGCTR;1.92;1.92;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;1;NA
12839868;6090847;FALLA INTERNET;22/08/2017 13:55;22/08/2017 17:04;5;BUC;PEBUCOW;0.68;0.68;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12839352;6090945;FALLA INTERNET;22/08/2017 15:38;22/08/2017 15:59;5;BUC;PEBUCOW;2.03;2.03;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12840083;6091089;INCIDENTE DE NODO OPTICO TO5551A;22/08/2017 17:19;22/08/2017 17:40;NA;TH;PEINGCTR;2.57;2.57;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;MALA CALIDAD DE ENERGIA COMERCIAL;NO APLICA;NA;NA;NA;NA
12840157;6091094;FALLA CORE TX - REVISAR;22/08/2017 17:36;22/08/2017 17:56;2;OT;PESOLAVP;3.11;3.11;Soltec;COBAN;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12840288;6091097;FALLA CORE TX - AFECTACION;22/08/2017 17:41;22/08/2017 18:13;3;OT;MASS-TX;0.11;0.11;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12840306;6091097;FALLA CORE TX - AFECTACION;22/08/2017 17:41;22/08/2017 18:20;3;OT;RF-ESC02;4.07;4.07;Masscardy;ESCUINTLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12840874;6091138;RBS FUERA DE SERVICIO;22/08/2017 18:23;22/08/2017 19:35;3;OT;RF-GUA10;1.88;1.88;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;3;5;1;NA
12841259;6091138;RBS FUERA DE SERVICIO;22/08/2017 18:23;22/08/2017 21:40;3;OT;PEINGCTR;6.64;6.64;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;5;1;NA
12841026;6091140;RBS FUERA DE SERVICIO;22/08/2017 18:25;22/08/2017 20:11;3;OT;RF-GUA10;1.36;1.36;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;3;5;NA;NA
12841276;6091140;RBS FUERA DE SERVICIO;22/08/2017 18:25;22/08/2017 21:53;3;OT;PEINGCTR;3.87;3.87;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;5;NA;NA
12841730;6091140;RBS FUERA DE SERVICIO;22/08/2017 18:25;23/08/2017 04:28;3;OT;PEINGCTR;1.28;1.28;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;5;NA;NA
12841911;6091140;RBS FUERA DE SERVICIO;22/08/2017 18:25;23/08/2017 05:58;3;OT;PEINGCTR;0.15;0.15;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;5;NA;NA
12841929;6091140;RBS FUERA DE SERVICIO;22/08/2017 18:25;23/08/2017 06:07;3;OT;RF-GUA10;3.67;3.67;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;3;5;NA;NA
12841249;6091233;FALLA CORE TX - AFECTACION;22/08/2017 21:13;22/08/2017 21:31;3;OT;PESOLPTN;3.02;3.02;Soltec;LA LIBERTAD PETEN;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12841923;6091233;FALLA CORE TX - AFECTACION;22/08/2017 21:13;23/08/2017 06:06;3;OT;PESOLPTN;1.92;1.92;Soltec;LA LIBERTAD PETEN;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12842332;6091233;FALLA CORE TX - AFECTACION;22/08/2017 21:13;23/08/2017 08:06;3;OT;PESOLPTN;2.25;2.25;Soltec;LA LIBERTAD PETEN;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12841284;6091238;INCIDENTE DE NODO OPTICO CN4053A;22/08/2017 21:34;22/08/2017 22:04;NA;TH;PEINGCTR;1.45;1.45;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;CALIDAD ENERGIA COMERCIAL;NO APLICA;NA;NA;NA;NA
12841510;6091271;ACC.ATN910.RADI.GUA043.1 LINK DOWN;23/08/2017 00:36;23/08/2017 01:16;NA;OT;PEINGCTR;1.18;1.18;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
